17,2014-09-18 13:27:50,2014-09-18 13:21:11,2014-09-18 13:27:50,194.176.105.141,,2,,A3,,0,,,,,,,,1,,,,,1,,SQ002,SQ003,SQ003,SQ002,SQ003,SQ003,SQ003,SQ003,SQ002,-oth-,No wifi for patients/visitors,PO30 5TG,,398.88,,,,,,,,,,,
18,2014-09-18 13:24:03,2014-09-18 13:22:10,2014-09-18 13:24:03,194.176.105.141,,2,,A4,,0,,,,,,,,1,,,,,1,,SQ001,SQ001,SQ001,SQ001,SQ003,SQ003,SQ003,SQ003,SQ002,4,,BH15 2JB,,113.87,,,,,,,,,,,
19,2014-09-18 13:26:49,2014-09-18 13:23:21,2014-09-18 13:26:49,194.176.105.150,,2,,A4,,1,1,,,,,1,1,,,,,,4,,SQ003,SQ003,SQ003,SQ003,SQ003,SQ003,SQ003,SQ003,SQ003,2,,SL2 4HL,The most important thing to say about the Trust's WiFi is that it is a strong but slow signal and therefore my mobile device automatically disconnects whenever it runs too slowly (i.e. it disconnects frequently),208.68,,,,,,,,,,,
1237,2014-09-24 22:30:20,2014-09-24 22:25:31,2014-09-24 22:30:20,82.31.234.110,http://bawmedical.co.uk/lime/index.php/696915/lang-en,2,,A1,,0,,,,,,,,1,,,1,,1,Especially when there is no cellular data. Checking nice guidelines. Up to date. Etc. ,SQ002,SQ002,SQ002,SQ002,SQ002,SQ002,SQ002,SQ002,SQ003,5,,Gu27xx,,289.15,,,,,,,,,,,
998,2014-09-19 16:11:56,2014-09-19 16:08:42,2014-09-19 16:11:56,109.155.94.148,http://t.co/fJWFfM2Z7Y,3,,A2,,0,,,,,,,,1,,,,,2,,SQ002,SQ002,SQ002,SQ002,SQ002,SQ002,SQ003,SQ002,SQ003,5,,WA3 3EG,,194.18,,,,,,,,,,,
1238,2014-09-24 22:34:06,2014-09-24 22:28:22,2014-09-24 22:34:06,62.255.241.85,http://bawmedical.co.uk/lime/index.php/696915/lang-en,-oth-,Records,A3,,0,,,,,,,,,,,,Available to patients but not to staff,4,I am not patient-facing,SQ003,SQ002,SQ002,SQ002,SQ003,SQ003,,SQ003,SQ003,4,,RG1 5AN,,343.15,,,,,,,,,,,
1239,2014-09-24 23:31:52,2014-09-24 23:28:47,2014-09-24 23:31:52,78.144.134.211,http://bawmedical.co.uk/lime/index.php/696915,4,,A1,,0,,,,,,,,,,1,1,,1,,SQ002,SQ002,SQ002,SQ002,SQ002,SQ003,SQ002,SQ002,SQ002,4,,PR6,,183.19,,,,,,,,,,,
991,2014-09-19 15:47:22,2014-09-19 15:45:35,2014-09-19 15:47:22,194.176.105.150,http://moss/Pages/Default.aspx,-oth-,Admin,A4,,0,,,,,,,,,,1,,,4,,SQ003,SQ002,SQ003,SQ003,SQ003,SQ003,SQ003,SQ003,SQ002,1,,SL2 4HL,,107.4,,,,,,,,,,,
1240,2014-09-25 00:30:20,2014-09-25 00:27:44,2014-09-25 00:30:20,194.176.105.132,http://bawmedical.co.uk/lime/index.php/696915/lang-en,2,,A1,,0,,,,,,,,1,,,,,1,"Latest e-textbooks, journals and drug encyclopaedias - Trust computers are in use or too slow",SQ002,SQ002,SQ002,SQ002,SQ002,SQ002,SQ002,SQ002,SQ003,5,,pr7,,156.34,,,,,,,,,,,
1242,2014-09-25 04:10:59,2014-09-25 04:07:00,2014-09-25 04:10:59,86.186.9.134,http://bawmedical.co.uk/lime/index.php/696915/lang-en,2,,A1,,1,1,,,,,1,1,,,,,,1,"Able to source drug info, check anatomy,teaching excellent",SQ001,SQ001,SQ002,SQ001,SQ002,SQ003,SQ003,SQ002,SQ001,4,,RG26,,237.45,,,,,,,,,,,
1526,2014-10-24 08:43:14,2014-10-24 08:41:05,2014-10-24 08:43:14,213.120.214.22,http://bawmedical.co.uk/lime/index.php/696915,2,,A6,,0,,,,,,,,,,1,,,1,,SQ002,SQ002,SQ002,SQ002,SQ002,SQ003,SQ002,SQ002,SQ003,5,,SW15 5PN,,128.79,,,,,,,,,,,
1244,2014-09-25 05:57:39,2014-09-25 05:53:53,2014-09-25 05:57:39,86.186.62.146,http://bawmedical.co.uk/lime/index.php/696915/lang-en,2,,A2,,0,,,,,,,,1,,,1,,2,,SQ002,SQ002,SQ001,SQ002,SQ003,SQ003,SQ003,SQ003,SQ002,4,,LE15WW,WiFi should be free to all,226.4,,,,,,,,,,,
1245,2014-09-25 06:38:52,2014-09-25 06:30:43,2014-09-25 06:38:52,86.164.249.10,http://bawmedical.co.uk/lime/index.php/696915/lang-en,2,,A3,,1,,1,1,,,1,,,,,,,1,,SQ002,SQ001,SQ001,SQ001,SQ002,SQ002,SQ002,SQ002,SQ002,5,,Gu2 7xx,,486.04,,,,,,,,,,,
980,2014-09-19 15:44:53,2014-09-19 15:36:30,2014-09-19 15:44:53,194.176.105.138,,4,,A3,,0,,,,,,,,,,,,wifi access is only for work devices but i have been provided with one,1,"Access to wifi would improve how everyone works, as long as you have the technology to go with it.",SQ001,SQ001,SQ001,SQ001,SQ003,SQ003,SQ003,SQ003,SQ001,5,,NE33XT,,502.2,,,,,,,,,,,
1246,2014-09-25 06:43:54,2014-09-25 06:40:09,2014-09-25 06:43:54,155.143.9.97,http://bawmedical.co.uk/lime/index.php/696915/lang-en,2,,A1,,0,,,,,,,,1,,,,,1,"Education/training can be better done on the go with mobile devices (not necessarily big computers on trollies). Personal devices are often much quicker than out of date hardware/software on hospital computers, eg. for accessing educational/research media.",SQ002,SQ002,SQ002,SQ002,SQ002,SQ002,SQ002,SQ003,SQ003,5,,,,225.27,,,,,,,,,,,
56,2014-09-18 13:32:31,2014-09-18 13:28:50,2014-09-18 13:32:31,94.174.55.229,http://t.co/QFvAGBiINi,-oth-,Trust,A6,,0,,,,,,,,1,,,1,,1,,,,SQ002,,,,,,,-oth-,There's no WiFi,,,221.8,,,,,,,,,,,
1209,2014-09-24 17:35:37,2014-09-24 17:34:07,2014-09-24 17:35:37,94.193.182.164,http://bawmedical.co.uk/lime/index.php/696915/lang-en,2,,A1,,1,1,,,,,1,1,,,,,,1,,SQ001,SQ001,SQ002,SQ001,SQ003,SQ003,SQ003,SQ003,SQ001,3,,SE5 9RS,,90.04,,,,,,,,,,,
1055,2014-09-22 09:07:01,2014-09-22 09:04:34,2014-09-22 09:07:01,194.176.105.144,http://bawmedical.co.uk/lime/index.php/696915/lang-en,2,,A6,,1,1,,1,,,1,,,,,,,4,,SQ001,SQ001,SQ002,SQ003,SQ003,SQ003,SQ003,SQ003,SQ001,4,,SL5 8AA,"Although I do have access to WiFi at work, it is incredibly slow!",147.45,,,,,,,,,,,
62,2014-09-18 13:40:42,2014-09-18 13:31:29,2014-09-18 13:40:42,212.250.168.61,,4,,A1,,1,,1,,,,,,,,,,,1,,SQ002,SQ002,SQ002,SQ002,SQ001,SQ002,SQ002,SQ002,SQ002,-oth-,Not available trialling this,LS12 3QE,,553.28,,,,,,,,,,,
1247,2014-09-25 06:46:39,2014-09-25 06:45:20,2014-09-25 06:46:39,178.78.72.72,http://bawmedical.co.uk/lime/index.php/696915/lang-en,2,,A1,,0,,,,,,,,1,,,,,1,,SQ002,SQ002,SQ002,SQ002,SQ002,SQ002,SQ002,SQ002,SQ003,5,,HU3 2JZ,,78.61,,,,,,,,,,,
1525,2014-10-24 08:41:09,2014-10-24 08:37:51,2014-10-24 08:41:08,194.176.105.150,http://bawmedical.co.uk/lime/index.php/696915,2,,-oth-,Technical,0,,,,,,,,1,,,,,2,,SQ003,SQ002,SQ002,SQ002,SQ003,SQ003,SQ003,SQ003,SQ002,2,,DT12JY,,191.98,,,,,,,,,,,
67,2014-09-18 13:42:35,2014-09-18 13:33:59,2014-09-18 13:42:34,194.176.105.150,,2,,-oth-,Clinical Scientist,0,,,,,,,,,1,,,WiFi access is available when required,2,,SQ002,SQ003,SQ002,SQ002,SQ003,SQ003,SQ003,SQ003,SQ003,1,,CV22DX,,516,,,,,,,,,,,
966,2014-09-19 15:20:10,2014-09-19 15:16:56,2014-09-19 15:20:10,194.176.105.153,,2,,A2,,0,,,,,,,,,,,,not much wifi anywhere in trust,1,,SQ001,SQ001,SQ001,SQ001,SQ002,SQ001,SQ001,SQ002,SQ002,5,,ne311at,,194.9,,,,,,,,,,,
1524,,2014-10-24 08:22:19,2014-10-24 08:22:19,195.10.102.252,http://bawmedical.co.uk/lime/index.php/696915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
1252,2014-09-25 07:59:04,2014-09-25 07:52:44,2014-09-25 07:59:04,109.155.205.75,http://bawmedical.co.uk/lime/index.php/696915/lang-en,2,,A1,,0,,,,,,,,1,,,,,1,Desktop computer availability being poor in some areas,SQ002,SQ002,SQ002,SQ002,SQ002,SQ003,SQ002,SQ002,SQ003,5,,,,380.76,,,,,,,,,,,
1523,2014-10-24 08:36:05,2014-10-24 08:10:51,2014-10-24 08:36:04,194.176.105.138,http://bawmedical.co.uk/lime/index.php/696915,2,,A2,,1,,1,,,,,,,,,,,1,,SQ002,SQ002,SQ001,SQ001,SQ002,SQ002,SQ002,SQ001,SQ002,3,,NE7 7DN,"Wifi is very expensive and very difficult to attain for patients.
Staff and patients should be able to access Wifi free anytime and anywhere within the NHS.
If the local traders and McDonalds can supply Wifi free why can't the NHS",1513.38,,,,,,,,,,,
78,2014-09-18 13:39:18,2014-09-18 13:37:24,2014-09-18 13:39:18,194.176.105.150,,2,,A6,,0,,,,,,,,1,,,,,1,,SQ002,SQ002,SQ002,SQ002,SQ002,SQ003,SQ002,SQ003,SQ002,2,,CM1 7ET,,113.71,,,,,,,,,,,
1254,2014-09-25 08:08:02,2014-09-25 08:06:29,2014-09-25 08:08:02,82.24.7.183,http://bawmedical.co.uk/lime/index.php/696915/lang-en,2,,A1,,0,,,,,,,,,,,,Wifi is available for patients at a cost.,1,,SQ001,SQ001,SQ001,SQ001,SQ001,SQ001,SQ001,SQ001,SQ003,3,,,,93.74,,,,,,,,,,,
1255,2014-09-25 08:28:32,2014-09-25 08:23:18,2014-09-25 08:28:32,81.145.165.2,http://bawmedical.co.uk/lime/index.php/696915/lang-en,2,,A1,,0,,,,,,,,1,,,,,1,"Almost no phone signal in any of our operating theatres, limited access to computers even for trust systems",SQ002,SQ003,SQ002,SQ002,SQ002,SQ002,SQ002,SQ002,SQ003,5,,BT9 7JB,It would improve effiency ,313.41,,,,,,,,,,,
83,2014-09-18 13:42:37,2014-09-18 13:38:57,2014-09-18 13:42:37,194.176.105.147,,2,,-oth-,Librarian,0,,,,,,,,1,,,,,2,Users of the Library have commented that it is very inconvenient not to be able to have WiFi but not sure if that would impact on patient care.,SQ003,SQ003,SQ003,SQ003,SQ003,SQ003,SQ003,SQ003,SQ003,4,,,,219.06,,,,,,,,,,,
84,2014-09-18 13:42:08,2014-09-18 13:39:04,2014-09-18 13:42:08,194.176.105.144,,2,,A6,,0,,,,,,,,,,,,,1,,SQ001,SQ002,SQ001,SQ001,SQ002,SQ001,SQ001,SQ001,SQ002,-oth-,Not available for patients,IG38YB,,184.46,,,,,,,,,,,
1256,2014-09-25 08:29:44,2014-09-25 08:24:27,2014-09-25 08:29:41,194.176.105.132,http://bawmedical.co.uk/lime/index.php/696915/lang-en,2,,A2,,1,1,,,,,1,1,,,,,,1,,SQ002,SQ001,SQ001,SQ001,SQ002,SQ003,SQ003,SQ002,SQ001,2,,RG24 9NA,,316.88,,,,,,,,,,,
87,2014-09-18 13:42:14,2014-09-18 13:39:55,2014-09-18 13:42:14,194.176.105.132,http://www.google.com/url?q=http%3A%2F%2Fbit.ly%2F1sneR2w&sa=D&sntz=1&usg=AFQjCNGs2NJSTFm8Dzx-755C0K0_KDuiew,4,,A4,,1,1,,1,,,1,1,,,,,,4,,SQ001,SQ001,SQ001,SQ001,SQ003,SQ003,SQ003,SQ003,SQ001,2,,SO40 2RZ,,138.36,,,,,,,,,,,
90,2014-09-18 13:44:24,2014-09-18 13:41:04,2014-09-18 13:44:24,194.176.105.132,,2,,A5,,1,1,1,1,,1,1,1,,,,,,1,,SQ003,SQ001,SQ001,SQ001,SQ003,SQ003,SQ003,SQ003,SQ001,2,,rg249na,,200.01,,,,,,,,,,,
93,2014-09-18 13:43:16,2014-09-18 13:41:14,2014-09-18 13:43:16,194.176.105.153,,2,,A6,,1,1,,1,,,1,1,,,,,,2,,,,,,,,,,,1,,ch2 1ul,,122.38,,,,,,,,,,,
94,2014-09-18 13:45:41,2014-09-18 13:41:32,2014-09-18 13:45:41,213.106.240.194,,3,,A3,,1,,1,1,,,1,1,,,,,,1,,,SQ001,SQ001,SQ001,,,,,SQ001,4,,OX4 4XN,,249.35,,,,,,,,,,,
95,2014-09-18 13:47:04,2014-09-18 13:41:39,2014-09-18 13:47:04,81.145.165.2,,2,,A6,,0,,,,,,,,,,1,,,1,I've been asking IT for some time why our Trust can't provide Wi-Fi to staff when McDonald's can provide it free to customers.,SQ002,SQ002,SQ002,SQ002,SQ002,SQ002,SQ002,SQ003,SQ002,-oth-,No Wi-Fi available for patients.,BT9 7AD,"We need it, like...uhm...5 years ago! Please enter the 21st Century with the rest of mankind! (note to my Trust).",325.73,,,,,,,,,,,
96,2014-09-18 13:44:48,2014-09-18 13:41:56,2014-09-18 13:44:48,194.176.105.147,,2,,-oth-,SCIENTIST,0,,,,,,,,1,,,,,1,Poor systems mean spending too much time retrieving data which means less time doing appropriate work,SQ002,SQ002,SQ002,SQ001,SQ003,SQ003,SQ003,SQ002,SQ003,4,,BL4 0JR,,171.21,,,,,,,,,,,
97,2014-09-18 13:45:59,2014-09-18 13:42:40,2014-09-18 13:45:59,194.176.105.138,http://www.google.com/url?q=http%3A%2F%2Fbit.ly%2F1sneR2w&sa=D&sntz=1&usg=AFQjCNGs2NJSTFm8Dzx-755C0K0_KDuiew,2,,-oth-,Library Services Manager,1,1,1,,1,1,1,1,,,,,,4,"Access for staff, students and patients vistors currently very good",SQ001,SQ001,SQ001,SQ001,SQ003,SQ003,SQ003,SQ003,SQ001,2,,pl6 8dh,,199.12,,,,,,,,,,,
98,2014-09-18 14:04:45,2014-09-18 13:42:43,2014-09-18 14:04:45,62.252.63.179,,4,,-oth-,Librarian,1,,1,1,,,1,,,,,,,2,,SQ001,SQ001,SQ001,SQ001,SQ003,SQ003,SQ003,SQ003,SQ001,4,,,It should definitely be free. Being in hospital can be terribly lonely and boring. Free WiFi can go a small way to improving the patient experience and improving quality of life for in-patients.,259.76,,,,,,,,,,,
100,2014-09-18 13:46:35,2014-09-18 13:43:07,2014-09-18 13:46:35,194.176.105.132,,2,,A4,,1,1,1,1,,1,1,1,,,,,,4,,SQ001,SQ001,SQ002,SQ001,SQ003,SQ003,SQ003,SQ003,SQ001,2,,rg24 9na,,207.59,,,,,,,,,,,
102,2014-09-18 13:49:40,2014-09-18 13:43:12,2014-09-18 13:49:40,194.176.105.138,,2,,A1,,1,1,1,,,1,1,,,,,,,2,,SQ001,SQ001,SQ001,SQ001,SQ001,,SQ001,SQ001,SQ003,4,,L97LJ,,388.93,,,,,,,,,,,
1257,2014-09-25 08:27:45,2014-09-25 08:25:25,2014-09-25 08:27:45,194.176.105.135,http://bawmedical.co.uk/lime/index.php/696915/lang-en,2,,A6,,1,1,,1,,1,1,,,,,,,4,,SQ002,SQ001,,,,,,,SQ003,4,,SO22 5DG,,140.11,,,,,,,,,,,
106,2014-09-18 13:54:58,2014-09-18 13:49:16,2014-09-18 13:54:58,194.176.105.141,,2,,A5,,1,,,,,,1,,,,,,,2,I don't use it for work.  ,SQ003,SQ001,SQ001,SQ001,SQ003,SQ003,SQ003,SQ003,SQ001,2,,NR4 7UY,"It should be free for staff and patients alike.  It enables everyone to feel connected to the rest of the world, access up to date info (even if it's only the travel/weather situation).",341.86,,,,,,,,,,,
956,2014-09-19 14:48:17,2014-09-19 14:45:43,2014-09-19 14:48:17,194.176.105.153,,2,,A1,,1,,1,,,,1,,,,,,,1,,SQ002,SQ001,SQ001,SQ001,SQ002,SQ002,SQ002,SQ002,SQ002,4,,SR4 7TP,"Hi

Strcitly speaking we can do al,ot of the above on  obile laptops on the wards, which use wifi

However, i have answered no - meaning that I would like to be bale to do much more with wifi woith a more mobile devive such as a tablet or blackberry etc",154.41,,,,,,,,,,,
1258,2014-09-25 08:30:27,2014-09-25 08:27:32,2014-09-25 08:30:27,194.176.105.150,http://bawmedical.co.uk/lime/index.php/696915/lang-en,2,,A6,,1,1,,,,,1,1,,,,,,1,,SQ001,SQ002,SQ001,SQ002,SQ003,SQ002,SQ002,SQ002,SQ001,1,,rg24 9na,,174.42,,,,,,,,,,,
954,2014-09-19 14:47:53,2014-09-19 14:44:17,2014-09-19 14:47:53,194.176.105.150,http://moss/Notices/Pages/Recent_Items.aspx,2,,A4,,1,1,,1,,1,1,1,,,,,,2,,SQ002,SQ001,SQ002,SQ001,SQ002,SQ003,SQ002,SQ002,SQ003,1,,SL2 4HL,,168.69,,,,,,,,,,,
112,2014-09-18 13:59:26,2014-09-18 13:54:40,2014-09-18 13:59:24,82.33.227.210,http://www.google.com/url?q=http%3A%2F%2Fbit.ly%2F1sneR2w&sa=D&sntz=1&usg=AFQjCNGs2NJSTFm8Dzx-755C0K0_KDuiew,2,,A4,,1,1,,1,,,1,1,,,,,,1,Wifi is currently only in the hospital education centres where i work rather than throughout the whole hospital. We would like to be able to support clinicians by taking ipads into wards to support evidence based practice.,SQ001,SQ001,SQ002,SQ001,SQ003,SQ003,SQ003,SQ003,SQ001,-oth-,Patients /  visitors have no access - only staff in education centres,gl1 3nn,"There is a project going on in the Trust at the moment to bring in free wifi for staff, visitors and patients.
People have come to expect free wifi everywhere these days.",285.31,,,,,,,,,,,
114,2014-09-18 14:13:10,2014-09-18 13:54:49,2014-09-18 14:13:10,194.176.105.147,http://www.google.com/url?q=http%3A%2F%2Fbit.ly%2F1sneR2w&sa=D&sntz=1&usg=AFQjCNGs2NJSTFm8Dzx-755C0K0_KDuiew,2,,-oth-,Librarian,0,,,,,,,,1,,,,,1,We are frequently asked about WiFi access  and it is difficult to assist staff who want to use resources on theor BYOD when there is no WiFi.  The one tablet we have connected to Trust WiFi is so locked down to render it useless,SQ002,SQ003,SQ002,SQ002,SQ003,SQ003,SQ003,SQ003,SQ002,-oth-,I am unaware of WiFi access for patients visitors,BH15 2JB; BH7 7DW,There is an expectation from new professionals that there should be free WiFi at least in the library if not across the whole Trust. Lack of WiFi now severley hinders how we can go about providing access to the evidence base.  We pay thousands for high quality electronic resources that due to lack of WiFi most staff can't access. (Responses relate to two hospital sites as we are a cross Trust service),1101.28,,,,,,,,,,,
119,2014-09-18 14:03:21,2014-09-18 13:57:33,2014-09-18 14:03:21,194.176.105.153,,2,,-oth-,librarian,0,,,,,,,,,,1,,,1,Provide many online resources which could be consulted at the point of care if wifi available,SQ002,SQ003,SQ003,SQ002,SQ003,SQ003,SQ003,SQ003,SQ003,-oth-,not available,hx3 0pw,WiFi is installed throughout the hospital and has been ready for use for over a year but has not been enabled.,347.15,,,,,,,,,,,
124,2014-09-18 14:05:17,2014-09-18 14:02:09,2014-09-18 14:05:17,86.17.13.130,,2,,A6,,0,,,,,,,,,,1,,,1,,SQ001,SQ001,SQ002,SQ002,SQ002,SQ002,SQ002,SQ002,SQ001,4,,IG3 8YB,,187.99,,,,,,,,,,,
1259,2014-09-25 08:35:10,2014-09-25 08:33:28,2014-09-25 08:35:10,62.255.241.85,http://bawmedical.co.uk/lime/index.php/696915/lang-en,2,,A4,,1,1,,,,,1,1,,,,,,4,,SQ003,SQ001,SQ002,SQ002,SQ003,SQ003,SQ003,SQ003,SQ002,5,,,,101.25,,,,,,,,,,,
1260,2014-09-25 08:44:18,2014-09-25 08:35:08,2014-09-25 08:44:18,194.176.105.141,http://bawmedical.co.uk/lime/index.php/696915/lang-en,2,,-oth-,Communications,0,,,,,,,,,,1,,,1,"I manage the Trust website, intranet and social media accounts. Access to WiFi would enable me to test website and apps more efficiently, and would allow me to monitor social media on the move.",SQ003,SQ003,SQ002,SQ002,SQ003,SQ003,SQ003,SQ003,SQ002,-oth-,Currently being trialled,,"The NHS needs all the advantages it can get in trying to maintain a high standard of care. In the modern climate, this needs to include effective communication across a broad range of channels - online communication in all its forms is increasingly important. Lack of access to what is now fairly basic technology is an essential part of ensuring that all channels of communication are as accessible as possible.",549.81,,,,,,,,,,,
947,2014-09-19 14:28:09,2014-09-19 14:24:53,2014-09-19 14:28:09,194.176.105.150,,-oth-,CSU,A5,,1,1,1,,,,1,1,,,,,,4,"5th option needed
ACCESS improves my ability to work",,SQ001,SQ001,SQ001,,,,,SQ001,-oth-,"bullt 1 - chargeable at GP's, bullet 4 - free at our sites",ne15 8ny,,196.78,,,,,,,,,,,
131,2014-09-18 14:08:30,2014-09-18 14:05:46,2014-09-18 14:08:30,159.86.191.16,,2,,-oth-,Clinical Scientist,0,,,,,,,,1,1,,,,2,,SQ001,SQ001,SQ001,SQ001,SQ003,SQ003,SQ001,SQ001,SQ003,4,,NP20 2UB,,163.18,,,,,,,,,,,
1522,,2014-10-24 07:42:11,2014-10-24 07:42:11,130.88.88.37,http://bawmedical.co.uk/lime/index.php/696915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
